,latest_hosp_beds_per_1000,latest_doctors_per_1000,test_country,GDP_per_capita,SPAR_index,IVDI_score
125,0.2,0.1812,Madagascar,1891.3206676368802,26.384615384615383,0.240675000375
126,4.3,1.0379,Maldives,15307.7219374077,44.07692307692308,0.572275297875
127,1.5,2.2478,Mexico,19844.6456685975,85.6923076923077,0.6716405969999999
128,2.7,0.4554,Marshall Islands,3989.0376579622102,48.92307692307692,0.520377511375
129,4.4,2.8736,North Macedonia,16358.662049197601,63.38461538461539,0.6221048086250001
130,0.1,0.1393,Mali,2316.6551998375,48.92307692307692,0.26141702749999995
131,4.7,3.826,Malta,42581.097861574905,60.46153846153846,0.749487290125
132,0.9,0.8640000000000001,Myanmar,6674.02864731957,65.92307692307692,0.420669882875
133,4.0,2.3337,Montenegro,20689.9867512224,46.92307692307692,0.6662383938750001
134,7.0,2.8866,Mongolia,13799.904847133701,86.38461538461539,0.646483047875
135,2.40033656029489,0.445,Northern Mariana Islands,13536.7948287646,60.463238419039534,
136,0.7,0.0735,Mozambique,1459.69841306972,52.61538461538461,0.30231119900000003
137,0.4,0.179,Mauritania,4150.9652459953495,25.923076923076923,0.231771751125
138,3.4,2.0246,Mauritius,23750.9880399871,61.76923076923077,0.584357215875
139,1.3,0.0157,Malawi,1310.99555499899,42.0,0.318424720375
140,1.9,1.5132,Malaysia,31782.1533573136,94.84615384615384,0.702664467125
141,2.7,0.374,Namibia,11101.826281753301,47.38461538461539,0.535250726875
142,2.40033656029489,1.982,New Caledonia,13536.7948287646,60.463238419039534,
143,0.3,0.05,Nigeria,1063.42184074385,43.84615384615385,0.2456820495
144,0.3,0.05,Nigeria,1063.42184074385,43.84615384615385,0.31401166225
145,0.3,0.05,Nigeria,1063.42184074385,52.30769230769231,0.2456820495
146,0.3,0.05,Nigeria,1063.42184074385,52.30769230769231,0.31401166225
147,0.3,0.05,Nigeria,5990.85043229634,43.84615384615385,0.2456820495
148,0.3,0.05,Nigeria,5990.85043229634,43.84615384615385,0.31401166225
149,0.3,0.05,Nigeria,5990.85043229634,52.30769230769231,0.2456820495
150,0.3,0.05,Nigeria,5990.85043229634,52.30769230769231,0.31401166225
151,0.5,0.3827,Nigeria,1063.42184074385,43.84615384615385,0.2456820495
152,0.5,0.3827,Nigeria,1063.42184074385,43.84615384615385,0.31401166225
153,0.5,0.3827,Nigeria,1063.42184074385,52.30769230769231,0.2456820495
154,0.5,0.3827,Nigeria,1063.42184074385,52.30769230769231,0.31401166225
155,0.5,0.3827,Nigeria,5990.85043229634,43.84615384615385,0.2456820495
156,0.5,0.3827,Nigeria,5990.85043229634,43.84615384615385,0.31401166225
157,0.5,0.3827,Nigeria,5990.85043229634,52.30769230769231,0.2456820495
158,0.5,0.3827,Nigeria,5990.85043229634,52.30769230769231,0.31401166225
159,0.9,1.0056,Nicaragua,5533.551063728521,72.53846153846153,0.4610691425
160,3.9,4.6336,Norway,65510.585274247096,92.3076923076923,0.88565036425
161,0.3,0.6507,Nepal,3089.55635218567,23.076923076923077,0.392802381125
162,5.0,1.2389,Nauru,16504.2579284635,34.15384615384615,
163,2.8,3.0252,New Zealand,41005.4208705895,90.23076923076923,0.8720107261250001
164,1.6,1.9697,Oman,41859.934476789,100.0,0.617148654
165,0.6,0.9753,Pakistan,5567.05560794386,51.30769230769231,0.35092327437500004
166,2.3,1.5699,Panama,25553.696708853102,70.6923076923077,0.5472087165
167,1.6,1.27,Peru,14418.070667873,54.84615384615385,0.606155245
168,1.0,1.275,Philippines,8951.08565366152,60.463238419039534,0.52556054
169,4.8,1.1848,Palau,18510.2156584187,60.30769230769231,0.6413154535
170,4.0241999626,0.0529,Papua New Guinea,4336.24465709437,35.92307692307692,0.33459715775
171,6.5,2.3998,Poland,31336.6034966686,60.463238419039534,0.7759610786250001
172,3.3199999332,1.75,Puerto Rico,39540.5869304602,60.463238419039534,
173,13.2,3.6745,"Korea, Democratic People's Republic of",40111.7757574615,62.84615384615385,0.404674751375
174,13.2,3.6745,"Korea, Democratic People's Republic of",40111.7757574615,94.07692307692308,0.404674751375
175,3.4,3.3356,Portugal,33415.4379006894,76.92307692307692,0.8093196555
176,1.3,1.3659999999999999,Paraguay,13599.9265632594,62.30769230769231,0.5396118910000001
177,1.2000000477,0.8370000000000001,"Palestine, State of",5157.56857825854,60.463238419039534,0.459639069
178,2.40033656029489,1.6969999999999998,French Polynesia,13536.7948287646,60.463238419039534,
179,1.2,0.0008,Qatar,126898.425931605,87.46153846153847,0.7520330372499999
180,6.3,2.2586,Romania,28206.357049756098,71.53846153846153,0.710564763125
181,8.2,4.0139,Russian Federation,27147.333582245097,100.0,0.6469845271250001
182,1.6,0.1346,Rwanda,2251.55638843363,67.15384615384616,0.367766787375
183,2.7,2.39,Saudi Arabia,55335.6795892271,68.6923076923077,0.738914239
184,0.8,0.41,Sudan,4759.28188235824,64.84615384615384,0.34750288175
185,0.3,0.0692,Senegal,3782.5386126440503,44.84615384615385,0.33945778174999997
186,2.4,2.3063,Singapore,101531.63022806699,91.0,0.781486394625
187,1.4,0.1999,Solomon Islands,2422.81953266746,33.53846153846154,0.37616581437499996
188,0.4,0.025,Sierra Leone,1601.97402885788,37.84615384615385,0.24338434575
189,1.3,1.569,El Salvador,8331.804142003191,75.38461538461539,0.5427243322499999
190,3.8,6.1468,San Marino,13536.7948287646,32.84615384615385,0.6964388431249999
191,0.9,0.0229,Somalia,13536.7948287646,30.76923076923077,0.151928881
192,5.7,3.125,Serbia,11348.363448568301,68.6923076923077,0.575445575125
193,5.7,3.125,Serbia,11348.363448568301,68.6923076923077,0.607155580125
194,5.7,3.125,Serbia,17434.916125391002,68.6923076923077,0.575445575125
195,5.7,3.125,Serbia,17434.916125391002,68.6923076923077,0.607155580125
196,2.40033656029489,1.2722,Serbia,11348.363448568301,68.6923076923077,0.575445575125
197,2.40033656029489,1.2722,Serbia,11348.363448568301,68.6923076923077,0.607155580125
198,2.40033656029489,1.2722,Serbia,17434.916125391002,68.6923076923077,0.575445575125
199,2.40033656029489,1.2722,Serbia,17434.916125391002,68.6923076923077,0.607155580125
200,2.40033656029489,1.2722,South Sudan,13536.7948287646,38.76923076923077,0.196492798
201,2.9,0.32,Sao Tome and Principe,3418.5869298218604,38.69230769230769,0.299982779625
202,3.1,1.2265,Suriname,15510.4646355856,73.3076923076923,0.5502918213750001
203,5.8,2.4643,Slovakia,33736.400937172,69.0,0.787937520625
204,4.6,2.9953,Slovenia,38048.7846591976,82.07692307692308,0.79966285625
205,2.6,5.3996,Sweden,53208.8843603785,91.76923076923077,0.8692733465
206,2.1,0.0796,Eswatini,10637.8417276438,42.0,0.40304847637499996
207,2.40033656029489,1.2722,Sint Maarten (Dutch part),13536.7948287646,60.463238419039534,
208,3.6,0.9458,Seychelles,30557.0757169393,48.15384615384615,0.605470451125
209,1.5,1.22,Syrian Arab Republic,13536.7948287646,74.61538461538461,0.45423654812500003
210,2.40033656029489,1.2722,Turks and Caicos Islands,25370.733536033902,60.463238419039534,
211,0.4,0.0475,Chad,1968.2582616411603,28.76923076923077,0.1965378235
212,0.7,0.0487,Togo,1773.89663170619,32.07692307692308,0.26730647725
213,2.1,0.8096,Thailand,19051.3333817112,79.46153846153847,0.6873298985
214,4.8,1.7003,Tajikistan,3449.77931578962,57.92307692307692,0.547742446375
215,7.4,2.2248,Turkmenistan,19304.1013058699,67.15384615384616,0.5229326887500001
216,5.9,0.7197,Timor-Leste,7658.434996489809,43.61538461538461,0.34097541737500003
217,2.6,0.5223,Tonga,6419.56177829792,57.46153846153846,0.66353509975
218,3.0,2.6697,Trinidad and Tobago,32014.7831311708,48.69230769230769,0.6016317392499999
219,2.3,1.2722,Tunisia,12502.8201886876,65.92307692307692,0.578445588875
220,2.7,1.7605,Turkey,28068.8594133348,73.07692307692308,0.603114841375
221,5.6,0.9174,Tuvalu,4049.56437964299,54.38461538461539,0.570832058875
222,0.7,0.0399,"Tanzania, United Republic of",3227.0342112812,47.15384615384615,0.39152482175000003
223,0.5,0.0908,Uganda,2038.0738919599398,51.07692307692308,0.376378669625
224,8.8,3.0075,Ukraine,9233.15046924005,75.07692307692308,0.61486044875
225,2.8,5.0499,Uruguay,23572.1774626679,84.61538461538461,0.728556211875
226,2.9,2.5948,United States,62794.5856522398,91.0,0.81974486875
227,4.0,2.3685,Uzbekistan,8556.05151229768,43.84615384615385,0.558824672625
228,2.6,0.6587,Saint Vincent and the Grenadines,12287.975504958798,44.61538461538461,0.554415414875
229,0.8,1.9240000000000002,"Venezuela, Bolivarian Republic of",13536.7948287646,73.76923076923077,0.503964402125
230,2.40033656029489,1.2722,"Virgin Islands, British",13536.7948287646,60.463238419039534,
231,18.6800003052,1.645,"Virgin Islands, U.S.",13536.7948287646,60.463238419039534,
232,2.6,0.8199,Viet Nam,7447.81433404948,60.84615384615385,0.564129056625
233,1.7,0.1706,Vanuatu,3221.1498234158003,34.15384615384615,0.52439871075
234,1.0,0.3409,Samoa,6483.53422795339,73.07692307692308,0.565727861125
235,0.7,0.3104,Yemen,2575.1263853456603,52.38461538461539,0.356169278375
236,2.8,0.9101,South Africa,13686.8823613158,66.38461538461539,0.673639617625
237,2.0,0.0913,Zambia,4223.906935708471,31.0,0.432180635625
238,1.7,0.0763,Zimbabwe,3029.79300547992,54.84615384615385,0.403766631125
239,2.40033656029489,1.2722,Curaçao,27743.070052230098,60.463238419039534,
240,2.40033656029489,1.2722,Bolivia,13536.7948287646,60.463238419039534,
241,2.40033656029489,1.2722,Cook Islands,13536.7948287646,64.92307692307692,
242,2.40033656029489,1.2722,Niue,13536.7948287646,71.07692307692308,
243,,,"Taiwan, Province of China",,,0.6450089385
