,Lat,Long,latest_hosp_beds_per_1000,latest_doctors_per_1000,GDP_per_capita,SPAR_index,IVDI_score,city_pop,effective_dist,geo_dist,ann_pass_flux,connected_airports
57,19.2,109.7,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1409.2838253527507,7.609297407818181,1348.7098517545455,2996085.5,27.136363636363637
58,38.0,114.5,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1397.123329412799,6.2856169865789475,797.2525622526312,5010804.921052632,38.578947368421055
59,47.9,127.8,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1183.185756723246,5.997275324,2008.4265880000003,2268929.7,25.8
60,33.9,113.6,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1221.4850686750178,6.021304528263161,497.54956428421025,3163955.4210526315,31.789473684210527
61,22.3,114.2,4.8909001350402805,1.319,64596.563852369814,60.463238419039534,0.6762940894999999,1883.047393261661,5.459335222272725,912.0606243818183,10749159.863636363,58.63636363636363
62,31.0,112.3,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1154.8668722803438,6.111028555600002,341.48223454666663,2842581.3666666667,29.033333333333335
63,40.7,-123.9,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1278.8225459496932,13.383486593333332,10268.671266666666,5346419.722222222,30.11111111111111
64,27.6,111.7,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1326.4172411448571,5.702224890923077,461.9709326769231,4928538.0,36.96153846153846
65,44.1,113.9,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,2364.39877348617,5.894302918000001,1198.8329583999998,11496512.6,53.3
66,33.0,119.5,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1472.5561156862211,5.820313608521737,574.412281269565,4777448.608695652,35.19565217391305
67,27.6,115.7,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1431.0927127010643,5.8710575596,515.0096151466666,3410010.7666666666,31.766666666666666
68,43.7,126.2,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1129.618007976857,6.410133225299999,1884.2219620000003,2103088.0,25.95
69,29.4,-98.6,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1799.7524864465663,15.124049070000002,12527.40985692308,6999737.0,43.84615384615385
70,41.3,122.6,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1443.0954239925777,5.6675397817499995,1379.5414906750002,2959934.75,32.375
71,43.0,-81.2,2.7,2.6102,48130.255972504296,99.46153846153848,0.8893884466249999,1397.067349884477,13.770915856600874,11682.169096995616,3110566.2258771933,30.43530701754386
72,34.1,-118.2,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1891.8971560306697,13.630509489999998,10920.673735714287,7138092.5,37.392857142857146
73,22.2,113.5,5.29530000686646,1.5619999999999998,123892.166434539,60.463238419039534,0.6762940894999999,1835.0577028761043,5.301094664249999,931.2452944166668,9166707.458333334,54.0
74,43.1,-89.4,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1458.2933420174759,13.947147891291864,11536.028654449761,4622734.47368421,34.49760765550239
75,-33.9,151.2,3.8,3.5874,51663.3650948449,89.76923076923076,0.8179957652500001,1991.3554083333331,11.978435997500002,8108.990309,6882913.625,19.375
76,37.3,106.2,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1080.220413264611,5.645534990200002,993.0743285699998,2989231.8,27.1
77,41.3,-96.0,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1317.7234708883711,14.104808537777778,11519.495613333333,3699587.0555555555,31.166666666666668
78,33.8,-117.9,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1909.2357577766188,13.607020393846152,10956.409404615386,7234936.807692308,37.69230769230769
79,35.7,96.0,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,393.60400000000004,7.017693089,2043.3753140000001,299523.0,7.0
80,-28.0,153.4,3.8,3.5874,51663.3650948449,89.76923076923076,0.8179957652500001,1222.29826,11.821824168,7764.813505799999,3773732.3,13.9
81,38.5,-121.4,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1273.527289816937,13.413614958888887,10451.082398888891,5400498.888888889,30.166666666666668
82,29.4,-98.5,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1799.7524864465663,15.124049070000002,12527.40985692308,6999737.0,43.84615384615385
83,36.6,-121.0,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1519.0644678873416,13.582981937692304,10685.191486153846,7766228.615384615,37.26923076923077
84,32.7,-117.2,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1956.8437491848633,13.778637462499999,11054.641716666667,9771686.958333334,46.916666666666664
85,37.4,-122.0,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1404.5962232535442,13.352811110999998,10593.249609,9085744.6,42.7
86,47.6,-122.3,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1742.7712501984126,12.560520983083334,9644.247048749998,3017027.7083333335,22.083333333333332
87,35.2,108.9,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1137.3960987015314,5.82698878307143,689.1846399214284,3067888.8214285714,28.464285714285715
88,36.3,118.1,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1410.8477349716757,5.92612188565,709.9086813899999,5394360.575,40.025
89,31.2,121.4,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1555.765015753755,5.472325297842106,589.343259963158,5099319.842105263,36.473684210526315
90,37.6,112.3,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1395.04865543389,6.043896758111114,817.1152539055553,6152826.722222222,43.44444444444444
91,30.6,102.7,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1538.3538150983209,6.235510551125001,1016.266066475,4649676.5,30.875
92,-34.9,138.6,3.8,3.5874,51663.3650948449,89.76923076923076,0.8179957652500001,1320.783,11.56611922,7741.497823000001,4557817.5,17.5
93,23.7,121.0,3.8,2.2886499999999996,27893.068941247147,91.0,0.6450089385,1431.9519652227639,6.364001664071429,943.1230346,4093108.5,33.32142857142857
94,33.4,-111.9,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1926.9571822530863,14.071941071111112,11308.06647,7510118.833333333,43.888888888888886
95,39.3,117.3,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1610.1427775900863,5.811432263866667,933.5437529333333,6768894.333333333,47.46666666666667
96,31.7,88.1,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,765.9554,6.611693532000001,2245.085184,1476307.5,11.5
97,43.7,-79.4,2.7,2.6102,48130.255972504296,99.46153846153848,0.8893884466249999,1516.216844317232,13.746974812655502,11708.286730358852,3826276.019138756,37.24760765550239
98,38.3,-121.9,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1273.527289816937,13.413614958888887,10451.082398888891,5400498.888888889,30.166666666666668
99,36.0,139.0,2.9,2.5948,62794.5856522398,91.0,0.81974486875,7594.105000664323,11.030660730315788,2287.4987698421046,5810211.736842105,20.31578947368421
100,-37.8,145.0,3.8,3.5874,51663.3650948449,89.76923076923076,0.8179957652500001,3501.787375,11.894677117499999,8366.74303175,5738595.125,15.75
101,41.1,85.2,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,848.4544107142856,5.4702084725,3001.1806262500004,2552818.25,17.875
102,25.0,101.5,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1153.9560680482068,5.530421975888888,1497.3114186666667,2889152.722222222,17.61111111111111
103,29.2,120.1,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1504.8049966310389,5.689055170227274,611.3216544636364,5948651.2727272725,41.02272727272727
