,Lat,Long,latest_hosp_beds_per_1000,latest_doctors_per_1000,GDP_per_capita,SPAR_index,IVDI_score,city_pop,effective_dist,geo_dist,ann_pass_flux,connected_airports
0,43.9,12.5,3.8,6.1468,13536.7948287646,32.846153846153854,0.6964388431249999,811.0591302927361,12.90912543146341,8530.46366904878,3312232.3658536584,54.71951219512195
1,24.0,54.0,1.2,2.3944,75075.2574109804,94.6153846153846,0.718802013125,1210.1699075023744,12.417795691111111,5798.434510444444,9665304.277777778,70.27777777777777
2,21.0,57.0,1.6,1.9697,41859.934476789,100.0,0.617148654,1085.4917,11.108323949999999,5690.2973034999995,8373157.75,72.25
3,29.5,47.8,2.0,2.5789,72897.562345371,55.615384615384606,0.6684143600000001,1290.1160589839508,13.89603380375,6180.02443,2496245.875,28.1875
4,15.0,101.0,2.1,0.8096,19051.3333817112,79.46153846153847,0.6873298984999999,1862.2994002840908,7.3528588651249995,2074.7617687499996,6238799.75,32.9375
5,26.0,30.0,1.6,0.7902,12412.3094005832,81.76923076923076,0.5636133084999999,1565.383562969925,12.677154940000001,7694.740146,3420510.25,57.625
6,46.8,8.2,4.7,4.2363,68060.9410452501,60.463238419039534,0.8406674347499999,890.2925341896499,12.740777390124999,8624.783007104164,4996871.15625,68.09375
7,11.5,104.9,0.8,0.1682,4360.85440445566,45.615384615384606,0.37804787425,2004.5325201819785,10.459424221444444,2220.9123660000005,1910311.388888889,12.88888888888889
8,2.5,112.5,1.9,1.5132,31782.1533573136,94.84615384615385,0.7026644671250001,556.7804285714285,11.622362976142858,3096.705576142857,1316323.2142857143,8.0
9,52.1,5.3,3.550168280147445,2.38945,56328.9411363302,88.61538461538461,0.8388061016249999,999.1577870648398,13.446069415599993,8585.444136850001,7329981.6625,84.375
10,7.0,81.0,3.6,0.958,13473.6630942698,45.615384615384606,0.546700022125,1512.2210137455197,11.163192955,4431.625726750001,2019480.0,18.25
11,33.0,65.0,0.5,0.284,1955.0062077555701,34.0,0.25700206275,1504.4899500000001,11.685906175000001,4518.857542,636389.0,11.5
12,13.0,122.0,1.0,1.275,8951.08565366152,60.463238419039534,0.52556054,1496.7558267807951,10.860453012545456,2305.493977454546,3109441.4545454546,13.681818181818182
13,45.9,25.0,6.3,2.2586,28206.357049756094,71.53846153846153,0.710564763125,1132.5254523043623,13.427123946,7598.3384394,1322693.9666666666,37.53333333333333
14,63.0,16.0,2.6,5.3996,53208.8843603785,91.76923076923076,0.8692733465000001,985.2994973958334,13.262403660000002,7405.342656749999,2398144.46875,29.40625
15,50.8,4.0,6.2,3.3234,51407.9983373414,79.53846153846153,0.8075743116249999,1039.926788701405,13.416155082418602,8676.69207827907,7142982.23255814,84.1046511627907
16,64.0,26.0,4.4,3.808,48416.93602994,93.84615384615385,0.8868375428749999,1004.842,12.059699022999997,7068.295627400001,1256224.4,17.0
17,16.0,108.0,2.6,0.8199,7447.81433404948,60.846153846153854,0.564129056625,1549.550023268398,10.211333042444444,1900.4137984444444,1303709.388888889,11.38888888888889
18,32.0,53.0,1.5,1.14,13536.7948287646,84.61538461538461,0.5428442375,1330.3114823825301,15.215765710000003,5860.130562142857,1287843.642857143,17.571428571428573
19,47.0,2.0,6.5,3.2349,45342.395736083214,82.0,0.7902426364999999,1110.5250858689246,12.533704797062502,8942.251978906248,4925710.890625,65.984375
20,36.0,138.0,13.4,2.4118,42797.4585169914,60.463238419039534,0.794165089,6612.245392018976,10.932847508916666,2195.66185525,4815029.354166667,17.520833333333332
21,40.0,-4.0,3.0,4.0691,39715.4390594866,84.07692307692308,0.808792308625,1611.501852122109,13.584069465454547,9901.09337540909,3238250.2954545454,47.38636363636363
22,47.5,14.6,7.6,5.1441,55454.689293289004,58.69230769230769,0.843357364,794.6909323874114,13.059131396486487,8300.638929648649,3486068.891891892,60.567567567567565
23,45.1,15.2,5.6,2.9962,27579.780832738197,73.15384615384616,0.7040554465000001,792.3025449240515,13.221487707567565,8329.26630181081,3210565.391891892,54.891891891891895
24,30.4,69.3,0.6,0.9753,5567.05560794386,51.30769230769231,0.35092327437500004,1820.501985314685,11.943618033333331,3988.27125,1566509.3333333333,22.166666666666668
25,41.6,21.7,4.4,2.8736,16358.662049197601,63.384615384615394,0.6221048086250001,1019.479959076573,13.455856796499997,8050.303239149999,1542293.375,44.225
26,43.0,12.0,3.4,4.0931,41830.426327644396,84.61538461538461,0.7932674398749999,839.1214706644381,12.99879291285714,8627.448774400002,2686957.5142857144,49.72857142857143
27,58.6,25.0,5.0,3.4651,35973.7764604798,73.84615384615384,0.792078823125,1057.9569659026872,13.087956783846154,7239.774341846153,3091029.230769231,51.84615384615385
28,42.3,43.4,2.6,5.0976,12004.5738332821,66.15384615384616,0.6883576045,725.0239762681115,12.837019192222222,6395.756060222222,909017.0555555555,25.333333333333332
29,56.3,9.5,2.5,4.4567,55671.1652650668,96.3846153846154,0.874741056875,959.5593111200925,13.31947376809524,7995.445108285714,3433885.0476190476,48.45238095238095
30,21.0,78.0,0.7,0.7776,7762.88176956734,75.15384615384616,0.481315162375,1401.639531957923,13.238674879999996,3778.106443666666,1585934.4166666667,12.5
31,60.5,8.5,3.9,4.6336,65510.585274247096,92.30769230769229,0.88565036425,1075.2077222222224,14.017626770625,7854.094722562501,2234602.6875,31.90625
32,60.0,90.0,8.2,4.0139,27147.333582245097,100.0,0.6469845271250001,729.2431250000001,11.152044835,3460.6855955,607027.25,20.0
33,39.1,21.8,4.3,4.592,29592.152419616694,60.463238419039534,0.7207600222499999,1188.485569646493,13.682577147,8085.67482075,1468523.4,39.8
34,55.0,-3.0,8.8,3.0075,9233.15046924005,75.07692307692308,0.61486044875,1059.4320820691303,13.480729193999998,8878.776598433331,4719155.616666666,62.916666666666664
35,33.0,44.0,1.4,0.8217,17435.8539331446,81.76923076923076,0.443522139375,1133.3901079367536,14.030380514285714,6323.769119857143,501288.0,18.928571428571427
36,36.0,128.0,13.2,3.6745,40111.7757574615,78.46153846153847,0.40467475137500003,1802.4094341361792,10.423889798130435,1539.171705695652,3589617.5217391304,17.282608695652176
37,51.0,9.0,8.3,4.2087,53074.5401181641,91.23076923076924,0.876507658,886.7627094112313,13.29952530365853,8406.767325951221,5193888.939024391,74.4390243902439
38,28.2,84.2,0.3,0.6507,3089.55635218567,23.07692307692308,0.392802381125,1372.7974561947663,11.8848913416,2932.8810620000004,1094108.8,11.0
39,-14.2,-51.9,2.2,2.1499,16096.4009621464,86.69230769230771,0.6636115785000001,1129.2910634920636,16.00037673,17783.59789,5076740.333333333,24.333333333333332
40,31.0,35.0,3.1,3.2176,39919.1696489174,91.0,0.7045662992499999,1568.1670774744623,12.866643564166667,7400.999788833334,2976284.375,48.916666666666664
41,26.0,50.6,2.0,0.9257,47303.0485062895,88.30769230769229,0.6627189713749999,1270.2031614374514,12.831258466,6062.194533299999,10156674.5,67.55
42,1.3,103.8,2.4,2.3063,101531.63022806699,91.0,0.781486394625,2087.3341224099972,11.335896393166665,3517.4912980000004,6716760.25,27.75
43,33.9,35.9,2.9,2.271,13081.1074629124,58.230769230769226,0.5877108332500001,1432.4082270011932,13.053581779166668,7200.064385249999,2182374.9583333335,34.5
44,31.8,117.2,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1389.9082037882665,5.8026467495769225,483.4651902538459,4596526.980769231,35.28846153846154
45,40.2,116.4,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1928.2541732309658,5.771801285272729,1042.4668532272726,7961770.0,53.27272727272727
46,42.4,-71.1,2.9,2.5948,62794.5856522398,91.0,0.81974486875,2055.611288440444,13.991681752105265,11848.844333157893,7048855.0,51.473684210526315
47,49.3,-123.1,2.7,2.6102,48130.255972504296,99.46153846153848,0.8893884466249999,1759.7440669047621,12.406527951700001,9591.1809515,3536949.0,24.45
48,41.9,-87.6,2.9,2.5948,62794.5856522398,91.0,0.81974486875,1426.3043046047596,13.940393591052631,11697.129806588693,4368950.608187134,35.18323586744639
49,30.1,107.9,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1365.466727433957,5.696277269307694,631.6586947538461,4739646.269230769,34.34615384615385
50,35.4,139.6,3.8,2.2886499999999996,27893.068941247147,91.0,0.6762940894999999,7594.105000664323,11.030660730315788,2287.4987698421046,5810211.736842105,20.31578947368421
51,37.0,140.0,3.8,3.5874,51663.3650948449,89.76923076923076,0.8179957652500001,7594.105000664323,11.030660730315788,2287.4987698421046,5810211.736842105,20.31578947368421
52,26.1,118.0,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1487.7902689742261,5.85498294075,726.4280344350001,3157411.45,29.375
53,36.1,103.8,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1143.5789292909471,5.2640091856666675,1080.0134528666665,4461602.5,32.666666666666664
54,23.3,113.4,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1801.1675092975304,5.400113879,886.3345825285716,8777823.75,52.357142857142854
55,23.8,108.8,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1570.1702926889336,6.0303212541999995,1061.81216174,6340673.85,44.3
56,26.8,106.9,4.2,1.7855,18236.6129816498,94.30769230769229,0.6762940894999999,1404.2051402696534,5.199450128083334,837.9494578583334,4274662.166666667,33.041666666666664
